bold,cool,epic,ethereal,heroic,luxurious,magical,mysterious,playful,powerful,retro,sophisticated,sparkling,sparse,unpolished,warm
0.0039533199275052465,0.038618789871899276,0.027813876934082615,0.3283554914514781,0.03877552611698219,0.11559663903449786,0.1906896279515507,0.12540478140951317,0.2011000798490026,0.007203725439523901,0.029645815805743835,0.23669736934506633,0.22780884859207262,0.25977229290116705,0.014810934371961937,0.4267129190382185
