ambient,blues,classical,electronicDance,folkCountry,funkSoul,jazz,latin,metal,pop,rapHipHop,reggae,rnb,rock,singerSongwriter
0.21302994290917096,0.005495300086543218,0.35082971822174097,0.0555990549989722,0.014553884066448187,0.014919934991088336,0.08540254380469295,0.022258430318867217,0.008034774884105322,0.09188360792838714,0.01628323746726065,0.0056957939721707426,0.03899682474597781,0.0274335653018418,0.011684593014334414
