aggressive,calm,chilled,dark,energetic,epic,happy,romantic,sad,scary,sexy,ethereal,uplifting
0.05596329316511632,0.4642893638284433,0.5605007779030573,0.1086207793763144,0.2746030562926853,0.2597465459257364,0.36336336391312735,0.5457706159305951,0.38585788091378553,0.02759764355603635,0.10680198999831364,0.3490092164822041,0.26296918380946394
