ambient,blues,classical,electronicDance,folkCountry,funkSoul,jazz,latin,metal,pop,rapHipHop,reggae,rnb,rock,singerSongwriter
0.015924388881673607,0.031198642642786063,0.013826108264534951,0.06350681290865713,0.20650316471241356,0.0863106775056896,0.020760209330113695,0.02276646424711327,0.011131320796208918,0.48801672485257896,0.07256703107758233,0.01778700152903588,0.1526556792336383,0.2893763156127303,0.15511242850172696
