bold,cool,epic,ethereal,heroic,luxurious,magical,mysterious,playful,powerful,retro,sophisticated,sparkling,sparse,unpolished,warm
0.04054555904105424,0.1946125113745294,0.17790317295363084,0.10810902859601709,0.12153823780161994,0.07930410021568633,0.044197690107726624,0.05952960348850678,0.06582798704593665,0.11856449713250475,0.06252811043449337,0.10140222363129613,0.26055746118996354,0.03129751282736718,0.06373018850868065,0.3819599570041256
