anxious,barren,cold,creepy,dark,disturbing,eerie,evil,fearful,mysterious,nervous,restless,spooky,strange,supernatural,suspenseful,tense,weird,aggressive,agitated,angry,dangerous,fiery,intense,passionate,ponderous,violent,comedic,eccentric,funny,mischievous,quirky,whimsical,boisterous,boingy,bright,celebratory,cheerful,excited,feelGood,fun,happy,joyous,lighthearted,perky,playful,rollicking,upbeat,calm,contented,dreamy,introspective,laidBack,leisurely,lyrical,peaceful,quiet,relaxed,serene,soothing,spiritual,tranquil,bittersweet,blue,depressing,gloomy,heavy,lonely,melancholic,mournful,poignant,sad,frightening,horror,menacing,nightmarish,ominous,panicStricken,scary,concerned,determined,dignified,emotional,noble,serious,solemn,thoughtful,cool,seductive,sexy,adventurous,confident,courageous,resolute,energetic,epic,exciting,exhilarating,heroic,majestic,powerful,prestigious,relentless,strong,triumphant,victorious,delicate,graceful,hopeful,innocent,intimate,kind,light,loving,nostalgic,reflective,romantic,sentimental,soft,sweet,tender,warm,anthemic,aweInspiring,euphoric,inspirational,motivational,optimistic,positive,proud,soaring,uplifting
0.04300140468533047,0.08843275364017159,0.08341064124131604,0.03551067819306997,0.05157007419851623,0.029953481742672414,0.03951796608614839,0.028074892424185583,0.02415557384688688,0.10886698008130585,0.04996719242014464,0.06811669329181314,0.042748567844105384,0.04390024471869101,0.051802572048646175,0.03759118629663828,0.03772065972646935,0.03886441677986156,0.025314567823587576,0.02554859304135399,0.012532410581664566,0.03660194491062106,0.0366801682486391,0.06250254703049976,0.34729211815884187,0.10386262122275573,0.019257130030988872,0.01847829109811712,0.02684742726925169,0.017125740453290444,0.018867930193664506,0.020572223352260947,0.03385922277996701,0.06877038554318013,0.046810079630213004,0.20845420980855586,0.11618836517519658,0.07768097841402605,0.09276575511617083,0.14413137830025147,0.045565838119872505,0.07718910309412176,0.07691444440685685,0.06302040734232241,0.06469761207699776,0.041139466198353423,0.03432892562289323,0.15491333185502934,0.22325578140416405,0.20558423532306083,0.3100981318783606,0.28024925767177983,0.1551016703583411,0.23251570163974686,0.1989911338406807,0.19724757302023974,0.2097193199516614,0.1887023924574596,0.27141425621119286,0.18754569142927519,0.22156378215119715,0.1846651622133019,0.41767005601690876,0.2420292808267746,0.17375220265239477,0.09308189785270582,0.09145156227214823,0.2691248525968856,0.3221236324373869,0.19360728757751602,0.3448678833055532,0.3328020731319806,0.03179813698252907,0.01938476329260517,0.032217583953983164,0.023769599596100362,0.03405868362252867,0.010862889477028233,0.024720831411070236,0.22035836616885804,0.14959212954318712,0.18516319061792086,0.472881274504794,0.14433604525771762,0.27428822763382443,0.26975832372859476,0.33476925300182925,0.099660759440638,0.13788441381978964,0.09328743761094908,0.08142542072187459,0.25710236916821155,0.0832395977081938,0.1435843589937403,0.08342747316355743,0.12254124932316324,0.06932159477756136,0.10076763627991553,0.0726021325219393,0.09436127560449735,0.10851950679595272,0.09996994999459102,0.04638438607891283,0.11888595480501415,0.11862152717482771,0.09222222894563206,0.23840976339055314,0.2225965862661334,0.41246737344633966,0.16899404079756802,0.29567140535939307,0.1508921740561842,0.19647658095207243,0.3427721768883722,0.3528974471052015,0.42713170108341036,0.3708022058727072,0.3737660041078925,0.19898931142256876,0.19342340904450606,0.3259998409387966,0.3878082958390079,0.21703626341851695,0.23142152253006185,0.150790167174169,0.3303383486788897,0.20672182744694134,0.2617179092078928,0.22787776131123777,0.15956252958211634,0.2839051350832932,0.33434773402081597
