Playlist Name,Playlist Link,Playlist Description,Follower Count,Positive Emotional Profile,Average BPM,Female Dominant Vocal Percentage
sad songs to cry out to 😭,https://api.spotify.com/v1/playlists/5DVUEqRL1EV8I9n65eBaAw,"songs to cry out to, sad music",262836,30.952380952380953%,115.64285714285714,0.0%
