ambient,blues,classical,electronicDance,folkCountry,funkSoul,jazz,latin,metal,pop,rapHipHop,reggae,rnb,rock,singerSongwriter
0.1880533323273994,0.004719871569250245,0.09134169685421512,0.1703861290588975,0.023271255387953715,0.028735891137330327,0.020182376727461815,0.0642303862478002,0.006152023732283851,0.356193138868548,0.04868364179856144,0.00954134356288705,0.17108331905910745,0.06163816447951831,0.016017521105823107
