ambient,blues,classical,electronicDance,folkCountry,funkSoul,jazz,latin,metal,pop,rapHipHop,reggae,rnb,rock,singerSongwriter
0.4063701516017318,0.00170188918355052,0.09195214336796198,0.024344829947222025,0.003781336783390543,0.00234587599952647,0.015418162320565898,0.003178369454508356,0.0021786260713042792,0.008770067764271517,0.002360001085435215,0.0016039363526033413,0.003047859379876172,0.006807771267449425,0.0033903344637110423
