aggressive,calm,chilled,dark,energetic,epic,happy,romantic,sad,scary,sexy,ethereal,uplifting
0.02043980698217638,0.6649587176740169,0.6031620383262635,0.10265295458957553,0.03710210717981681,0.051095274230465296,0.20164197497069836,0.6507290318608284,0.482757630944252,0.02337378429947421,0.02079360286006704,0.46550614647567273,0.08931203321553767
