Playlist Name,Playlist Link,Playlist Description,Follower Count,Positive Emotional Profile,Average BPM,Female Dominant Vocal Percentage
C.1 Disney Sleep Piano Pop Covers - Artist (2),https://api.spotify.com/v1/playlists/0N3LUFANsvvGJuV5b2lDTV,,0,0.0%,89.825,0.0%
