bold,cool,epic,ethereal,heroic,luxurious,magical,mysterious,playful,powerful,retro,sophisticated,sparkling,sparse,unpolished,warm
0.003395253677444998,0.039312957576476036,0.02935860399156809,0.3501803748309612,0.04454784283880144,0.13081717705354096,0.17610892169177533,0.11646770937368274,0.18221352798864246,0.007828150675049984,0.022610029927454887,0.24521871339529752,0.22106066197156907,0.24804714154452084,0.014926321111852303,0.4176605597138405
