aggressive,calm,chilled,dark,energetic,epic,happy,romantic,sad,scary,sexy,ethereal,uplifting
0.02216049177025902,0.637853866107989,0.5916971010496703,0.10200118803044372,0.0368868705160666,0.044662528963072406,0.2153978982582552,0.6980224878345502,0.5140447330138669,0.0263834043705684,0.023251158543777222,0.41987971658250545,0.08434199237565669
