bold,cool,epic,ethereal,heroic,luxurious,magical,mysterious,playful,powerful,retro,sophisticated,sparkling,sparse,unpolished,warm
0.0041351875464032475,0.03783089487789278,0.02960149884130238,0.30143561988512463,0.03881482905871519,0.112004710675115,0.16112243993741618,0.11885421882417598,0.21000401438646893,0.007680946552659961,0.027944548454465028,0.25413754994401755,0.22215081858675836,0.27790290839961596,0.014276341452630998,0.43295296612082096
