Playlist Name,Playlist Link,Playlist Description,Follower Count,Positive Emotional Profile,Average BPM,Female Dominant Vocal Percentage
C.1 Disney Sleep Piano Pop Covers - Playlist (2),https://api.spotify.com/v1/playlists/5MPo1KtRDARFYD4ulQugZ5,,0,2.2865853658536586%,87.2141768292683,0.0%
