ambient,blues,classical,electronicDance,folkCountry,funkSoul,jazz,latin,metal,pop,rapHipHop,reggae,rnb,rock,singerSongwriter
0.3474194224101843,0.0013456062362970109,0.06615159888787187,0.02406987291565534,0.0023898298421373768,0.0016633591338173052,0.0153449561958263,0.00212034747927391,0.0016501375525121336,0.0072217095743404,0.001707415092643559,0.0013468739806124332,0.0029289741165185418,0.004770331987945211,0.002542617773786599
