Playlist Name,Playlist Link,Playlist Description,Follower Count,Positive Emotional Profile,Average BPM,Female Dominant Vocal Percentage
Broken Heart,https://api.spotify.com/v1/playlists/37i9dQZF1DXbrUpGvoi3TS,Nurse your emotional wounds with these heartbreak tracks.,3618005,18.0%,112.20202020202021,0.0%
