ambient,blues,classical,electronicDance,folkCountry,funkSoul,jazz,latin,metal,pop,rapHipHop,reggae,rnb,rock,singerSongwriter
0.021589220610842334,0.03257382947909222,0.013602616147824912,0.08265538034828926,0.15445271974918667,0.10513784179482798,0.028512635336473885,0.03193550968585028,0.007892177465508193,0.5341880935611147,0.08068623083803539,0.01428649601329005,0.1568198613046358,0.3174496858540659,0.18842447705089463
