aggressive,calm,chilled,dark,energetic,epic,happy,romantic,sad,scary,sexy,ethereal,uplifting
0.04882982543509717,0.509278564892634,0.6006533897886372,0.14083788726441185,0.22428485344756732,0.2655560269274495,0.29907189535372186,0.5730900245182442,0.43908542981653503,0.03629754790377737,0.11224492123783236,0.4038505269722505,0.1877605172645564
