bold,cool,epic,ethereal,heroic,luxurious,magical,mysterious,playful,powerful,retro,sophisticated,sparkling,sparse,unpolished,warm
0.039333270611053316,0.19467945870557668,0.17590187141916366,0.10612050108987876,0.10493325750635128,0.06307499578006265,0.04063281645960729,0.06531264842252689,0.055945778053931215,0.10953845699891598,0.05389418145829831,0.10690479268404571,0.25964896604795046,0.034342628795503066,0.0602525982657692,0.3653957709820584
