ambient,blues,classical,electronicDance,folkCountry,funkSoul,jazz,latin,metal,pop,rapHipHop,reggae,rnb,rock,singerSongwriter
0.07250372772188514,0.007828179973266954,0.36356170963389484,0.020580118432367588,0.015003755316493604,0.017969403381202443,0.07079875652764946,0.01279801020086603,0.011519289334761944,0.03506640755425229,0.005192997471602902,0.00405850939050158,0.006161426596107528,0.02571534843598276,0.01637655585442937
