Playlist Name,Playlist Link,Playlist Description,Follower Count,Positive Emotional Profile,Average BPM,Female Dominant Vocal Percentage
Iconic Soundtracks,https://api.spotify.com/v1/playlists/37i9dQZF1DX1tz6EDao8it,"Timeless, unforgettable melodies from the movies.",1254829,12.307692307692308%,98.69767441860465,0.0%
