aggressive,calm,chilled,dark,energetic,epic,happy,romantic,sad,scary,sexy,ethereal,uplifting
0.15768924093798034,0.35012191899351836,0.2995717828631286,0.28410946601070464,0.33600513279336947,0.4908381452740625,0.19696175190078657,0.3466403573325496,0.34942384367238355,0.14828492196790274,0.03229872287113884,0.2791343764943439,0.2271076820704133
